gene	zcount_FAC_hypoxia-1	zcount_FAC_hypoxia-2	zcount_FAC_hypoxia-3	zcount_WT_hypoxia-1	zcount_WT_hypoxia-2	zcount_WT_hypoxia-3	zcount_WT_normoxia-1	zcount_WT_normoxia-2	zcount_WT_normoxia-3
adgrf3a	0	0	0	0	0	0	0	0	0
adgrf3a_1	0	0	0	0	0	0	0	0	0
adgrf3b	0	0	0	0	0	0	0	0	0
adgrf6	0	0	0	0	0	0	0	0	0
adgrf7	0	0	0	0	0	0	0	0	0
adgrf8	0	0	0	0	0	0	0	0	0
adgrg1	0	0	0	0	0	0	0	0	0
adgrg11	0	0	0	0	0	0	0	0	0
adgrg11_1	0	0.973051244178761	0.88852073459496	0.287820145457805	0.496470263917428	0.562669820304863	0.544498788257573	0.800861382521592	0.823170869752092
adgrg2a	0	0	0	0	0	0	0	0	0
adgrg3	0	0	0	0	0	0	0	0	0
adgrg4a	0	0	0	0	0	0	0	0	0
adgrg4a_1	0	0	0	0	0	0	0	0.209805854651445	0
adgrg6	0	0	0	0	0	0	0	0	0
adgrg7.1	0	0	0	0	0	0	0	0	0
adgrl1.1	0	0	0	0	0	0	0	0	0
adgrl1a	0	0	0	0	0	0	0	0	0
adgrl1a_1	0	0	0.136989563435902	0	0	0	0.0699577102241977	0	0
adgrl2a	0	0	0	0	0	0	0	0	0
adgrl3.1	0	0	0	0	0	0	0	0	0
adgrl4	0	0	0	0	0	0	0	0	0
adgrv1	0	0	0	0	0	0	0	0	0
adh5	0	0	0	0	0	0	0	0	0
adh5_1	0	1432.53795044036	782.028461875777	1105.72384739037	1323.56423259994	1204.98509604157	1012.30559701328	1010.93334047336	1143.99741228493
adh8a	0	0	0	0	0	0	0	0	0
adh8a_1	0	1.62920336694255	0.701331028482319	2.2718344184041	0.55982293659106	0.422979976885548	0.716310230228037	1.31695702007562	0.812185988213171
adh8b	0	0	0	0	0	0	0	0	0
adh8b_1	0	127.199566685126	58.7530144615377	95.6633480765551	88.9580274622597	103.983527740826	80.189096056458	68.0344966220199	91.7996382005542
adhfe1	0	0	0	0	0	0	0	0	0
adi1	0	0	0	0	0	0	0	0	0
adipoqa	0	0	0	0	0	0	0	0	0
adipoqb	0	0	0	0	0	0	0	0	0
adipor1a	0	0	0	0	0	0	0	0	0
adipor1a_1	0	53.575056738313	62.7818297879685	87.903658542172	37.9987492752935	63.3500021213828	57.2084057750916	112.709462216642	92.2798755900029
adipor1a_2	0	36.2589621515034	50.5833295396604	27.6733739854986	21.5344495426841	35.3885002103854	31.5148574975571	34.194673503718	36.7093290059183
adipor1b	0	0	0	0	0	0	0	0	0
adipor2	0	0	0	0	0	0	0	0	0
adka	0	0	0	0	0	0	0	0	0
adkb	0	0	0	0	0	0	0	0	0
adm2a	0	0	0	0	0	0	0	0	0
adm2a_1	0	2.32350853584676	4.08419868188692	3.15000462735439	1.8629296147381	2.9910557106353	1.19183714529229	5.91631281868712	2.47749445158524
adm2b	0	0	0	0	0	0	0	0	0
adma	0	0	0	0	0	0	0	0	0
admb	0	0	0	0	0	0	0	0	0
admb_1	0	0.90290993562066	6.12170989474737	1.71371811378087	2.89572021373445	2.6664923837739	1.73679413620166	3.32087196150131	3.93851658766544
admb_2	0	1.80581987124132	7.0286298791544	1.95853498717814	3.25768524045126	2.6664923837739	2.25783237706216	6.38629223365637	4.98878767770956
admp	0	0	0	0	0	0	0	0	0
adnp2a	0	0	0	0	0	0	0	0	0
adnp2b	0	0	0	0	0	0	0	0	0
adnpa	0	0	0	0	0	0	0	0	0
adnpa_1	0	127.877766734977	111.420500118208	144.207177395182	114.53363079249	120.393190905876	120.707477342036	180.096932674311	175.365268393598
adnpb	0	0	0	0	0	0	0	0	0
adnpb_1	0	1.93299742109586	3.49484822274018	3.35434836187861	0.867903572477874	2.38881621064879	2.26067830235829	2.97505172840429	4.67683005259151
adoa	0	0	0	0	0	0	0	0	0
adob	0	0	0	0	0	0	0	0	0
adora1b	0	0	0	0	0	0	0	0	0
adora2aa	0	0	0	0	0	0	0	0	0
adora2aa_1	0	0	0.251995611107995	0	0.201150266121576	0.227971728255867	0	0	0
adora2ab	0	0	0	0	0	0	0	0	0
adora2b	0	0	0	0	0	0	0	0	0
adpgk	0	0	0	0	0	0	0	0	0
adpgk_1	0	27.2674424580368	15.9300715031687	54.6202660206508	16.8429227072389	35.2699701243094	21.1942194937423	82.340663313355	72.1738997172523
adpgk2	0	0	0	0	0	0	0	0	0
adprh	0	0	0	0	0	0	0	0	0
adprhl1	0	0	0	0	0	0	0	0	0
adprhl2	0	0	0	0	0	0	0	0	0
adprhl2_1	0	172.230070219641	120.046087651001	169.203650047021	172.997080454868	139.824496200443	174.226708228389	178.486026269778	184.202842795575
adprm	0	0	0	0	0	0	0	0	0
adra1aa	0	0	0	0	0	0	0	0	0
adra1ab	0	0	0	0	0	0	0	0	0
adra1ab_1	0	0	0.172649687650338	0	0	0	0	0	0
adra1ba	0	0	0	0	0	0	0	0	0
adra1bb	0	0	0	0	0	0	0	0	0
adra1bb_1	0	0	0	0.409414300059431	0	0	0.145224539827054	0.213599604351992	0
adra1d	0	0	0	0	0	0	0	0	0
adra2a	0	0	0	0	0	0	0	0	0
adra2a_1	0	0.130230676914662	0.523236255654106	0.141244063820125	0	0	0.200404374430528	0.14737968920317	0.302970450549588
adra2a_2	0	0.130230676914662	0.523236255654106	0.141244063820125	0	0	0.200404374430528	0.14737968920317	0.302970450549588
adra2b	0	0	0	0	0	0	0	0	0
adra2c	0	0	0	0	0	0	0	0	0
adra2c_1	0	0	0	0	0	0	0	0	0
adra2c_2	0	0	0	0	0	0	0	0	0
adra2da	0	0	0	0	0	0	0	0	0
adra2db	0	0	0	0	0	0	0	0	0
adra2db_1	0	0	0	0	0	0	0	0	0
adrb1	0	0	0	0	0	0	0	0	0
adrb1_1	0	0	0	0	0	0	0	0	0
adrb2a	0	0	0	0	0	0	0	0	0
adrb2b	0	0	0	0	0	0	0	0	0
adrb2b_1	0	0.466621702030996	1.12486580563948	0.809732969502532	0.972725846655108	2.1200567792963	0.789862540511543	1.16174805130486	1.30266622872446
adrb3a	0	0	0	0	0	0	0	0	0
adrb3b	0	0	0	0	0	0	0	0	0
adrbk2	0	0	0	0	0	0	0	0	0
adrm1	0	0	0	0	0	0	0	0	0
adrm1_1	0	814.199183440969	595.605183053288	662.106022138191	726.816455735769	572.086700618548	684.541989720432	814.632233640653	727.833012662864
adsl	0	0	0	0	0	0	0	0	0
adsl_1	0	411.398939142485	202.730097022367	334.973687587018	315.819937734915	196.899302884525	241.552671907554	248.673845350133	297.964637833701
adsl_2	0	29.1466272679392	8.59856740245777	52.3911006311258	47.3917168411999	37.4124538135217	16.4666582511001	35.0606687853506	21.8120797150109
adss	0	0	0	0	0	0	0	0	0
adssl	0	0	0	0	0	0	0	0	0
adssl1	0	0	0	0	0	0	0	0	0
aebp1	0	0	0	0	0	0	0	0	0
aebp2	0	0	0	0	0	0	0	0	0
aep1	0	0	0	0	0	0	0	0	0
aes	0	0	0	0	0	0	0	0	0
aes_1	0	2.11325239533301	0	4.32927016337555	0.941306460071313	1.92027719567672	1.44531580195977	6.11168602090992	8.74008825307335
afap1	0	0	0	0	0	0	0	0	0
afap1_1	0	5.46488198759716	7.04922792823244	7.92351364364351	6.08812118082997	7.2135462991904	7.48010666268522	11.8482145266389	13.3157992233658
afap1l1a	0	0	0	0	0	0	0	0	0
afap1l1a_1	0	73.272133484337	53.7723821523963	84.307129341614	49.4261255162971	77.0228609400928	79.5728456303162	101.279576922237	111.80626264743
afap1l1a_2	0	56.2383902758011	42.7734858030425	77.2693168052706	48.2338286288425	62.7730174487838	66.2586962960934	76.3421584353414	108.346715842587
afap1l1b	0	0	0	0	0	0	0	0	0
afap1l2	0	0	0	0	0	0	0	0	0
afap1l2_1	0	131.448903320469	102.65514769993	173.089373140313	97.6051857960816	138.400241075143	103.517271111743	164.870697495658	193.72756714688
aff1	0	0	0	0	0	0	0	0	0
aff2	0	0	0	0	0	0	0	0	0
aff3	0	0	0	0	0	0	0	0	0
aff3_1	0	27.2098302929867	13.6281027230701	21.2285632553416	19.7950305689151	17.7859165485064	15.9728239026312	16.2774300303105	22.5952962253938
aff4	0	0	0	0	0	0	0	0	0
afg1la	0	0	0	0	0	0	0	0	0
afg1lb	0	0	0	0	0	0	0	0	0
afg3l2	0	0	0	0	0	0	0	0	0
afmid	0	0	0	0	0	0	0	0	0
afp4	0	0	0	0	0	0	0	0	0
aftpha	0	0	0	0	0	0	0	0	0
aftphb	0	0	0	0	0	0	0	0	0
aftphb_1	0	13.8529086557197	18.8254091998161	24.2410900204165	9.80021227286818	14.7035216027196	10.7482846306606	24.3719386344512	25.3216845891492
aga	0	0	0	0	0	0	0	0	0
aga_1	0	107.441329071187	92.4628378930138	101.888331492063	69.9105947251805	110.87644409771	58.1581033319942	81.5687674064395	70.966554163412
agap1	0	0	0	0	0	0	0	0	0
agap1_1	0	7.33350149590603	13.4398495896413	13.5817281188789	7.01451448437804	8.49540959551502	9.00827892870194	13.1525179684246	13.9678732368666
agap2	0	0	0	0	0	0	0	0	0
agap3	0	0	0	0	0	0	0	0	0
agbl1	0	0	0	0	0	0	0	0	0
agbl2	0	0	0	0	0	0	0	0	0
agbl4	0	0	0	0	0	0	0	0	0
agbl5	0	0	0	0	0	0	0	0	0
agfg1a	0	0	0	0	0	0	0	0	0
agfg1b	0	0	0	0	0	0	0	0	0
aggf1	0	0	0	0	0	0	0	0	0
agk	0	0	0	0	0	0	0	0	0
agk_1	0	128.045392519314	104.507644195916	152.415314514171	89.5386020478709	110.932163088147	135.879694538746	209.431702285599	181.862497100287
agla	0	0	0	0	0	0	0	0	0
aglb	0	0	0	0	0	0	0	0	0
agmat	0	0	0	0	0	0	0	0	0
agmo	0	0	0	0	0	0	0	0	0
ago1	0	0	0	0	0	0	0	0	0
ago2	0	0	0	0	0	0	0	0	0
ago3b	0	0	0	0	0	0	0	0	0
ago4	0	0	0	0	0	0	0	0	0
agpat2	0	0	0	0	0	0	0	0	0
agpat3	0	0	0	0	0	0	0	0	0
agpat4	0	0	0	0	0	0	0	0	0
agpat5	0	0	0	0	0	0	0	0	0
agpat9l	0	0	0	0	0	0	0	0	0
agpat9l_1	0	12.984496408589	19.9358789571818	10.0589808509486	9.51829627605552	14.158554315135	11.5604833602231	23.3009907655384	18.1243873729423
agpat9l_2	0	20.4152022889661	20.1330372831562	15.0966008406882	11.4578703042236	17.2017934565308	10.4243207534802	26.6740561954111	22.0200425252622
agps	0	0	0	0	0	0	0	0	0
agr1	0	0	0	0	0	0	0	0	0
agr2	0	0	0	0	0	0	0	0	0
agrn	0	0	0	0	0	0	0	0	0
agrn_1	0	8.80409304637142	11.053992781191	24.4683905766349	7.05889623987025	30.0004967631283	3.81040425983924	82.8210287002191	39.6838052600855
agrn_2	0	69.6145004762643	55.9020416659459	69.5916983908343	51.0534105937292	90.964001783474	71.3229052202527	153.613462353051	121.998246519585
agrp	0	0	0	0	0	0	0	0	0
agrp_1	0	0	0.511819488241535	0	0	0	0	0	0
agt	0	0	0	0	0	0	0	0	0
agtpbp1	0	0	0	0	0	0	0	0	0
agtr1a	0	0	0	0	0	0	0	0	0
agtr1b	0	0	0	0	0	0	0	0	0
agtr2	0	0	0	0	0	0	0	0	0
agtrap	0	0	0	0	0	0	0	0	0
agtrap_1	0	0	45.9598622247219	24.5343046975913	17.312733203234	3.27020340338379	0.395574306245334	0.581819817824455	0
agxt2	0	0	0	0	0	0	0	0	0
agxta	0	0	0	0	0	0	0	0	0
agxtb	0	0	0	0	0	0	0	0	0
ahctf1	0	0	0	0	0	0	0	0	0
ahcy	0	0	0	0	0	0	0	0	0
ahcyl1	0	0	0	0	0	0	0	0	0
ahcyl2	0	0	0	0	0	0	0	0	0
ahdc1	0	0	0	0	0	0	0	0	0
ahi1	0	0	0	0	0	0	0	0	0
ahnak	0	0	0	0	0	0	0	0	0
ahr1a	0	0	0	0	0	0	0	0	0
ahr1b	0	0	0	0	0	0	0	0	0
ahr2	0	0	0	0	0	0	0	0	0
ahrra	0	0	0	0	0	0	0	0	0
ahrrb	0	0	0	0	0	0	0	0	0
ahrrb_1	0	0	0	0	0	0	0	0	0.225226768325931
ahrrb_2	0	0	0	0	0	0	0	0	0
ahsa1a	0	0	0	0	0	0	0	0	0
ahsa1b	0	0	0	0	0	0	0	0	0
ahsg1	0	0	0	0	0	0	0	0	0
ahsg2	0	0	0	0	0	0	0	0	0
aicda	0	0	0	0	0	0	0	0	0
aida	0	0	0	0	0	0	0	0	0
aif1l	0	0	0	0	0	0	0	0	0
aifm1	0	0	0	0	0	0	0	0	0
aifm1_1	0	247.994402008821	152.767445615445	286.684161940123	222.772603947038	314.924675022627	257.233270657278	304.715641629534	349.078378918746
aifm2	0	0	0	0	0	0	0	0	0
aifm3	0	0	0	0	0	0	0	0	0
aifm3_1	0	0.19136674468849	0.19221665225071	0.830201219564957	0.920597717949745	1.04335060965102	0.294483094649304	1.73253012418838	0.667797368086385
aifm4	0	0	0	0	0	0	0	0	0
aifm5	0	0	0	0	0	0	0	0	0
aig1	0	0	0	0	0	0	0	0	0
aim1a	0	0	0	0	0	0	0	0	0
aim1b	0	0	0	0	0	0	0	0	0
aimp1	0	0	0	0	0	0	0	0	0
aimp2	0	0	0	0	0	0	0	0	0
aip	0	0	0	0	0	0	0	0	0
aipl1	0	0	0	0	0	0	0	0	0
aipl1_1	0	0.812405991602079	2.44804226923074	0.22027744622891	0.162841577467525	0.55366482823462	0.468811530396888	0.919385089486756	0.708747206695456
aire	0	0	0	0	0	0	0	0	0
ajap1	0	0	0	0	0	0	0	0	0
ajap1_1	0	0.394420008136582	1.45262966204735	1.71110175024838	0.421647809747974	0.238935254118554	2.02316629911735	5.20750943816163	2.75275250966907
ajuba	0	0	0	0	0	0	0	0	0
ak1	0	0	0	0	0	0	0	0	0
ak2	0	0	0	0	0	0	0	0	0
ak3	0	0	0	0	0	0	0	0	0
ak4	0	0	0	0	0	0	0	0	0
ak5	0	0	0	0	0	0	0	0	0
ak5l	0	0	0	0	0	0	0	0	0
ak7a	0	0	0	0	0	0	0	0	0
ak7b	0	0	0	0	0	0	0	0	0
ak8	0	0	0	0	0	0	0	0	0
ak8_1	0	0	0.132766682291357	0.143357846816666	0	0.120109433190831	0.101701759472131	0	0
ak8_2	0	0	0.396929224533014	0	0	0	0.101351734296127	0	0
akap10	0	0	0	0	0	0	0	0	0
akap11	0	0	0	0	0	0	0	0	0
akap12a	0	0	0	0	0	0	0	0	0
akap12b	0	0	0	0	0	0	0	0	0
akap12b_1	0	97.3375069213637	181.325035730893	225.496636658598	119.321176754435	179.018131404118	110.876722825623	285.806241330457	227.273343708033
akap13	0	0	0	0	0	0	0	0	0
akap13_1	0	0.107744804641627	0	0	0.0863870238926878	0	0.0829010901421249	0.731597018346672	0.250659005850379
akap13_2	0	0.627813135673053	0	1.58878119175554	0.503364487335826	0.760644429879235	0.483052463884034	1.89462589522423	1.21712764535793
akap17a	0	0	0	0	0	0	0	0	0
akap1a	0	0	0	0	0	0	0	0	0
akap1a_1	0	0	0	0	0	0	0	0.29576576475143	0
akap1b	0	0	0	0	0	0	0	0	0
akap6	0	0	0	0	0	0	0	0	0
akap6_1	0	0	0	0	0	0	0	0	0
akap7	0	0	0	0	0	0	0	0	0
akap8l	0	0	0	0	0	0	0	0	0
akap9	0	0	0	0	0	0	0	0	0
akip1	0	0	0	0	0	0	0	0	0
akip1_1	0	130.446443716651	136.485196864409	133.372562788098	141.630418146114	108.039264312975	171.462346233678	129.939759314128	199.944064054267
akip1_2	0	163.737463206838	164.464662221613	215.901441419408	135.638361993779	138.290258320608	174.59885256722	209.133813807354	221.281968123299
akirin1	0	0	0	0	0	0	0	0	0
akirin1_1	0	297.500431130751	277.113581075926	326.421486484254	293.721301335012	232.268756943224	294.597146971012	257.564557772931	282.740543296683
akirin2	0	0	0	0	0	0	0	0	0
akna	0	0	0	0	0	0	0	0	0
aknad1	0	0	0	0	0	0	0	0	0
aknad1_1	0	0	0	0	0	0	0	0	0
akr1a1a	0	0	0	0	0	0	0	0	0
akr1a1a_1	0	0	0.318591136327143	0	0.50861752372914	0.288218400456082	0.488093527043045	0	0.737897644294348
akr1a1b	0	0	0	0	0	0	0	0	0
akr1a1b_1	0	402.822819256068	416.698842110665	396.103865719071	360.600940175074	317.652421418642	338.874170751024	326.154470103759	360.435610023918
akr1b1	0	0	0	0	0	0	0	0	0
akr7a3	0	0	0	0	0	0	0	0	0
akt1	0	0	0	0	0	0	0	0	0
akt1s1	0	0	0	0	0	0	0	0	0
akt2	0	0	0	0	0	0	0	0	0
akt2l	0	0	0	0	0	0	0	0	0
akt3a	0	0	0	0	0	0	0	0	0
akt3a_1	0	1.34031183050304	0.336566122617974	1.09024479223024	1.07462768632266	2.43583799918526	1.03126375558122	3.41281469015706	3.11812000662904
akt3b	0	0	0	0	0	0	0	0	0
aktip	0	0	0	0	0	0	0	0	0
aktip_1	0	43.5657850471267	47.2600133189772	65.2050957862358	38.3064902030521	48.824585864782	51.1745074259878	76.7477246201913	69.2572312602237
alad	0	0	0	0	0	0	0	0	0
alas1	0	0	0	0	0	0	0	0	0
alas2	0	0	0	0	0	0	0	0	0
alas2_1	0	0.693916479531188	0.696998336122638	1.20415970605715	0.556364454844729	0.756660393783977	0.53391374936417	1.09940972828231	1.13003583640726
alcama	0	0	0	0	0	0	0	0	0
alcama_1	0	50.4088010398949	123.768771205335	52.4444185042253	52.6911214176114	139.452715631404	94.3782405778501	284.599765522164	139.640230139689
alcamb	0	0	0	0	0	0	0	0	0
aldh16a1	0	0	0	0	0	0	0	0	0
aldh18a1	0	0	0	0	0	0	0	0	0
aldh1a2	0	0	0	0	0	0	0	0	0
aldh1a2_1	0	900.90755982092	648.654109105938	1606.40606301783	870.752520654337	798.693260810391	759.671897640771	1433.6802588496	1254.35200823713
aldh1a3	0	0	0	0	0	0	0	0	0
aldh1l1	0	0	0	0	0	0	0	0	0
aldh1l1_1	0	2.11401530233494	2.62302868414326	3.2368856214085	1.39585213551947	3.84194087308317	1.62656727369471	2.81457962413274	3.32693273631484
aldh1l2	0	0	0	0	0	0	0	0	0
aldh2.1	0	0	0	0	0	0	0	0	0
aldh2.2	0	0	0	0	0	0	0	0	0
aldh3a1	0	0	0	0	0	0	0	0	0
aldh3a2a	0	0	0	0	0	0	0	0	0
aldh3a2b	0	0	0	0	0	0	0	0	0
aldh3b1	0	0	0	0	0	0	0	0	0
aldh3b2	0	0	0	0	0	0	0	0	0
aldh4a1	0	0	0	0	0	0	0	0	0
aldh5a1	0	0	0	0	0	0	0	0	0
aldh5a1_1	0	4.94804621625488	0.764618727185143	5.36649407122099	3.20429039949358	5.53379328875678	3.07498922037118	9.04553020639787	8.85477173153218
aldh6a1	0	0	0	0	0	0	0	0	0
aldh7a1	0	0	0	0	0	0	0	0	0
aldh8a1	0	0	0	0	0	0	0	0	0
aldh8a1_1	0	1.25945206741968	2.74093215275235	0.682980893609197	1.00979639994487	3.24258873200499	2.74563762835731	3.80079734739681	1.46500336691711
aldh9a1a.1	0	0	0	0	0	0	0	0	0
aldh9a1a.1_1	0	91.5697031691457	16.3935399176416	67.0786022790639	70.1123548782672	48.8631532400153	47.9838538762731	39.4679867442913	76.7384107766099
aldh9a1a.2	0	0	0	0	0	0	0	0	0
aldh9a1a.2_1	0	2.40251187751897	0	4.8856654159228	5.41764132184897	0.136445153834048	3.69708505924148	1.35943950459419	6.11322786827118
aldh9a1b	0	0	0	0	0	0	0	0	0
aldoaa	0	0	0	0	0	0	0	0	0
aldoab	0	0	0	0	0	0	0	0	0
aldob	0	0	0	0	0	0	0	0	0
aldoca	0	0	0	0	0	0	0	0	0
aldoca_1	0	0	0.575052588450877	0	0	0.173410073626208	0.146833676002423	0	0.443965009254106
aldocb	0	0	0	0	0	0	0	0	0
alg1	0	0	0	0	0	0	0	0	0
alg10	0	0	0	0	0	0	0	0	0
alg11	0	0	0	0	0	0	0	0	0
alg11_1	0	36.3099234475701	118.774492146205	51.1947695128777	35.420045718727	32.9942216685143	35.8532650372395	37.1191230928975	45.755617279285
alg12	0	0	0	0	0	0	0	0	0
alg12_1	0	45.4233152227624	112.04975888797	38.6389707877679	44.6314342897419	35.0031652494427	47.9700968659499	46.3650595613438	63.4558585059461
alg13	0	0	0	0	0	0	0	0	0
alg14	0	0	0	0	0	0	0	0	0
alg14_1	0	14.0350464672583	35.8476224570008	16.9616197943714	13.8250413987796	13.4821790071319	15.1183986892134	21.7826837499819	19.5907958972956
alg14_2	0	29.6740982450604	74.1119385627881	40.4469395096548	39.5460486523231	37.1670880737149	45.6637348163996	56.7257389322445	41.513829401412
alg2	0	0	0	0	0	0	0	0	0
alg3	0	0	0	0	0	0	0	0	0
alg5	0	0	0	0	0	0	0	0	0
alg6	0	0	0	0	0	0	0	0	0
alg8	0	0	0	0	0	0	0	0	0
alg8_1	0	25.8345105329461	31.2143128763653	37.1560165386816	31.370367888831	31.1304067770874	30.1044946214859	28.1771543295311	31.7929616545475
alg9	0	0	0	0	0	0	0	0	0
alk	0	0	0	0	0	0	0	0	0
alkbh1	0	0	0	0	0	0	0	0	0
alkbh2	0	0	0	0	0	0	0	0	0
alkbh2_1	0	32.6781781754217	39.818441803724	34.5701985285408	25.5562508015598	23.6092556305168	24.9371765220134	33.9500459794301	35.5189268873318
alkbh3	0	0	0	0	0	0	0	0	0
alkbh4	0	0	0	0	0	0	0	0	0
alkbh5	0	0	0	0	0	0	0	0	0
alkbh6	0	0	0	0	0	0	0	0	0
alkbh7	0	0	0	0	0	0	0	0	0
alkbh8	0	0	0	0	0	0	0	0	0
allc	0	0	0	0	0	0	0	0	0
alms1	0	0	0	0	0	0	0	0	0
alms1_1	0	21.8238529428482	23.71238018932	27.6523007491405	21.6198854870318	16.3033464133711	30.0313554945437	21.9666665913315	24.8974711708113
alox12	0	0	0	0	0	0	0	0	0
alox5a	0	0	0	0	0	0	0	0	0
alox5a_1	0	0.389660792352128	0.130463791120391	1.26784122897363	0.208280026685463	0.472104348258379	0.499688509020312	0.881944067742952	0.604341509580439
alox5ap	0	0	0	0	0	0	0	0	0
alox5ap_1	0	0	0	0	0.196150081949519	0.222304817397234	0.188234932659356	0.553720565259069	0
alox5b.1	0	0	0	0	0	0	0	0	0
alox5b.2	0	0	0	0	0	0	0	0	0
alox5b.3	0	0	0	0	0	0	0	0	0
alp3	0	0	0	0	0	0	0	0	0
alpi.1	0	0	0	0	0	0	0	0	0
alpi.2	0	0	0	0	0	0	0	0	0
alpk1	0	0	0	0	0	0	0	0	0
alpk2	0	0	0	0	0	0	0	0	0
alpk3a	0	0	0	0	0	0	0	0	0
alpk3a_1	0	0.0885160324911426	0.222272885809635	0.0480008414241592	0.0354849435159865	0.321732167950976	0.0681060735408902	0.400687938267902	0.257406154986401
alpk3a_2	0	0.221803052439975	0.35646101640827	0.673569566421021	0.320104808559473	0.685265693396032	0.204791849466354	1.05424402276756	0.309603415983385
alpk3b	0	0	0	0	0	0	0	0	0
alpk3b_1	0	0.0517907292796996	0	0	0	0.0470613716576914	0.0796977252095544	0.0586106266640182	0
alpl	0	0	0	0	0	0	0	0	0
als2a	0	0	0	0	0	0	0	0	0
als2a_1	0	3.04159064405547	2.50954569636688	5.41947815988478	2.83059847051719	2.71448834109773	2.25668218226997	5.40903444637809	5.81242742326844
als2b	0	0	0	0	0	0	0	0	0
alx1	0	0	0	0	0	0	0	0	0
alx1_1	0	0.357694849885028	0	0	0.573581132678968	0	0	0	0
alx1_2	0	0.357694849885028	0	0	0.573581132678968	0	0	0	0
alx3	0	0	0	0	0	0	0	0	0
alx3_1	0	0	0	0	0	0	0	0	0
alx4a	0	0	0	0	0	0	0	0	0
alx4b	0	0	0	0	0	0	0	0	0
alx4b_1	0	0	0	0	0	0	0	0	0
alyref	0	0	0	0	0	0	0	0	0
amacr	0	0	0	0	0	0	0	0	0
amacr_1	0	26.5866323697211	16.3976291019563	24.282120978474	16.267840513533	25.2184270579156	22.0712786578727	29.5597556733562	31.7395905481816
ambp	0	0	0	0	0	0	0	0	0
ambp_1	0	0	0	0.288042057674812	0	0	0	0	0
ambra1a	0	0	0	0	0	0	0	0	0
ambra1b	0	0	0	0	0	0	0	0	0
amd1	0	0	0	0	0	0	0	0	0
amd1_1	0	67.4430561777866	68.734910714967	87.1473173118855	54.0213077703206	78.4009157921319	85.6928913473758	155.480499768224	127.864681529963
amdhd2	0	0	0	0	0	0	0	0	0
amer1	0	0	0	0	0	0	0	0	0
amer1_1	0	12.179675408598	14.7874190763419	13.1455651398674	9.52832859463948	11.9808025722027	11.1909641529962	17.5974030379072	17.5374180084478
amer2	0	0	0	0	0	0	0	0	0
amfr	0	0	0	0	0	0	0	0	0
amfrb	0	0	0	0	0	0	0	0	0
amh	0	0	0	0	0	0	0	0	0
amigo1	0	0	0	0	0	0	0	0	0
amigo3	0	0	0	0	0	0	0	0	0
amigo3_1	0	0	0	0	0	0	0	0	0
ammecr1	0	0	0	0	0	0	0	0	0
amn	0	0	0	0	0	0	0	0	0
amn1	0	0	0	0	0	0	0	0	0
amn1_1	0	49.9643548418754	64.3564968798451	46.8582002339777	53.256420884806	48.0724683627602	32.1117231196084	38.5827954277445	43.7601005708484
amot	0	0	0	0	0	0	0	0	0
amotl1	0	0	0	0	0	0	0	0	0
amotl2a	0	0	0	0	0	0	0	0	0
amotl2b	0	0	0	0	0	0	0	0	0
ampd1	0	0	0	0	0	0	0	0	0
ampd2a	0	0	0	0	0	0	0	0	0
ampd2b	0	0	0	0	0	0	0	0	0
ampd3a	0	0	0	0	0	0	0	0	0
ampd3b	0	0	0	0	0	0	0	0	0
ampd3b_1	0	14.331368140515	7.00642436407226	11.9670021155994	10.0669190806728	17.6324716432186	6.05013132600558	10.0468886067625	12.0970657252762
amph	0	0	0	0	0	0	0	0	0
amt	0	0	0	0	0	0	0	0	0
amt_1	0	31.7753270467476	6.46161241861468	27.9082922706047	21.4128841017173	18.0682108971823	25.1985534300932	24.2671876477998	23.3559011588787
amy2a	0	0	0	0	0	0	0	0	0
anapc1	0	0	0	0	0	0	0	0	0
anapc10	0	0	0	0	0	0	0	0	0
anapc11	0	0	0	0	0	0	0	0	0
anapc11_1	0	615.49793801849	335.006165351237	438.820644627192	536.075950044205	422.308580096841	516.246894497453	465.838456860854	431.569727674875
anapc13	0	0	0	0	0	0	0	0	0
anapc15	0	0	0	0	0	0	0	0	0
anapc16	0	0	0	0	0	0	0	0	0
anapc2	0	0	0	0	0	0	0	0	0
anapc4	0	0	0	0	0	0	0	0	0
anapc5	0	0	0	0	0	0	0	0	0
anapc7	0	0	0	0	0	0	0	0	0
and1	0	0	0	0	0	0	0	0	0
and2	0	0	0	0	0	0	0	0	0
and3	0	0	0	0	0	0	0	0	0
and4	0	0	0	0	0	0	0	0	0
angel1	0	0	0	0	0	0	0	0	0
angel1_1	0	1.61442758620882	3.68544923360969	4.45698140882763	3.29485335780906	2.93400682731006	1.58094886773806	3.82012926828924	2.731510325364
angel2	0	0	0	0	0	0	0	0	0
angpt1	0	0	0	0	0	0	0	0	0
angpt2a	0	0	0	0	0	0	0	0	0
angpt2b	0	0	0	0	0	0	0	0	0
angpt4	0	0	0	0	0	0	0	0	0
angptl1a	0	0	0	0	0	0	0	0	0
angptl1b	0	0	0	0	0	0	0	0	0
angptl2a	0	0	0	0	0	0	0	0	0
angptl2b	0	0	0	0	0	0	0	0	0
angptl3	0	0	0	0	0	0	0	0	0
angptl4	0	0	0	0	0	0	0	0	0
angptl5	0	0	0	0	0	0	0	0	0
angptl5_1	0	1.895763018378	3.42752863672151	3.0841267099964	1.97596648321629	3.96209092272538	3.35487069853637	2.14540053903349	2.8667140732382
