gene	zcount_L-brain-1_S70	zcount_L-brain-2_S71	zcount_L-brain-3_S72	zcount_L-ovary-1_S64	zcount_L-ovary-2_S65	zcount_L-ovary-3_S66	zcount_N-brain-1_S67	zcount_N-brain-2_S68	zcount_N-brain-3_S69	zcount_N-ovary-1_S61	zcount_N-ovary-2_S62	zcount_N-ovary-3_S63
actr6	0	0	0	0	0	0	0	0	0	0	0	0
actr8	0	0	0	0	0	0	0	0	0	0	0	0
acvr1ba	0	0	0	0	0	0	0	0	0	0	0	0
acvr1bb	0	0	0	0	0	0	0	0	0	0	0	0
acvr1c	0	0	0	0	0	0	0	0	0	0	0	0
acvr1l	0	0	0	0	0	0	0	0	0	0	0	0
acvr2aa	0	0	0	0	0	0	0	0	0	0	0	0
acvr2ab	0	0	0	0	0	0	0	0	0	0	0	0
acvr2b	0	0	0	0	0	0	0	0	0	0	0	0
acvrl1	0	0	0	0	0	0	0	0	0	0	0	0
acy1	0	0	0	0	0	0	0	0	0	0	0	0
acy3.1	0	0	0	0	0	0	0	0	0	0	0	0
acy3.2	0	0	0	0	0	0	0	0	0	0	0	0
acyp1	0	0	0	0	0	0	0	0	0	0	0	0
acyp2	0	0	0	0	0	0	0	0	0	0	0	0
ada	0	0	0	0	0	0	0	0	0	0	0	0
adad1	0	0	0	0	0	0	0	0	0	0	0	0
adad2	0	0	0	0	0	0	0	0	0	0	0	0
adal	0	0	0	0	0	0	0	0	0	0	0	0
adal_1	14.1815060780246	8.48529773889904	24.0338754738739	16.378388497979	17.6167268246398	6.65296599287426	6.09427267931874	24.120917777754	9.74035500855953	10.7445168523445	24.6455800323746	15.1940893815264
adam10a	0	0	0	0	0	0	0	0	0	0	0	0
adam10b	0	0	0	0	0	0	0	0	0	0	0	0
adam11	0	0	0	0	0	0	0	0	0	0	0	0
adam12	0	0	0	0	0	0	0	0	0	0	0	0
adam12_1	0	0	0	0	0	0	0	0	0	0	0	0
adam15	0	0	0	0	0	0	0	0	0	0	0	0
adam17a	0	0	0	0	0	0	0	0	0	0	0	0
adam17b	0	0	0	0	0	0	0	0	0	0	0	0
adam19a	0	0	0	0	0	0	0	0	0	0	0	0
adam19b	0	0	0	0	0	0	0	0	0	0	0	0
adam22	0	0	0	0	0	0	0	0	0	0	0	0
adam23a	0	0	0	0	0	0	0	0	0	0	0	0
adam28	0	0	0	0	0	0	0	0	0	0	0	0
adam28_1	0.319008750105125	6.97883948058803	2.02738073082293	0	0.692533426666353	0.274879260006983	1.02816634894047	2.18006056696079	35.1254917376962	0.175423574344993	0.476709053369226	0.647595491781106
adam28_2	0.318574724594778	15.5469991819777	5.26401821320064	0	1.38318240863429	0.549010549238438	3.76481410491852	3.91877009669196	29.8468165740601	0	0.476060469623146	0.808393011849203
adam8a	0	0	0	0	0	0	0	0	0	0	0	0
adam8b	0	0	0	0	0	0	0	0	0	0	0	0
adam9	0	0	0	0	0	0	0	0	0	0	0	0
adamts1	0	0	0	0	0	0	0	0	0	0	0	0
adamts10	0	0	0	0	0	0	0	0	0	0	0	0
adamts12	0	0	0	0	0	0	0	0	0	0	0	0
adamts13	0	0	0	0	0	0	0	0	0	0	0	0
adamts13_1	0.143417163685481	0	0.972215569733951	0.207042715632203	0.415124161023359	0.164770418003369	1.33534276597114	1.56814809912541	0.184694869624329	0.15773079244903	0	0.0970467723493939
adamts15a	0	0	0	0	0	0	0	0	0	0	0	0
adamts15a_1	0	17.2570516970857	26.4826519878033	0.881208916550686	6.80232954611207	6.03110128907918	28.6795394322924	23.8050186733356	7.23205277812277	1.96923175427386	5.10809409011696	3.63481821386211
adamts17	0	0	0	0	0	0	0	0	0	0	0	0
adamts18	0	0	0	0	0	0	0	0	0	0	0	0
adamts2	0	0	0	0	0	0	0	0	0	0	0	0
adamts2_1	0	6.76871680061563	4.38212747904008	0.933216461196193	2.18296732896424	1.48535982953467	3.08660163649204	3.92678394147048	0	2.21184374229344	0.858661215148497	0.583233240450713
adamts3	0	0	0	0	0	0	0	0	0	0	0	0
adamts3_1	0.174610307663805	1.17534978001528	1.77550777798542	0.56716734964571	0.379060056057496	3.91185368976381	2.25107859842596	2.8638290042939	2.36109183442944	0.384074283577107	1.04371199156752	2.48124208558637
adamts3_2	0.349220615327609	1.17534978001528	2.66326166697813	0.378111566430474	0	4.3632214231981	2.25107859842596	0.954609668097968	2.02379300093952	0.57611142536566	1.3916159887567	1.24062104279318
adamts5	0	0	0	0	0	0	0	0	0	0	0	0
adamts6	0	0	0	0	0	0	0	0	0	0	0	0
adamts7	0	0	0	0	0	0	0	0	0	0	0	0
adamts8a	0	0	0	0	0	0	0	0	0	0	0	0
adamts8a_1	0.512088403667932	32.746568665948	7.91916269866623	0.831680061098849	2.73290072673711	2.5739559648549	9.81108422490571	4.78270404243615	6.34745136680675	1.31412622560171	1.23288122350007	1.342754494258
adamts9	0	0	0	0	0	0	0	0	0	0	0	0
adamtsl2	0	0	0	0	0	0	0	0	0	0	0	0
adamtsl3	0	0	0	0	0	0	0	0	0	0	0	0
adamtsl4	0	0	0	0	0	0	0	0	0	0	0	0
adamtsl5	0	0	0	0	0	0	0	0	0	0	0	0
adamtsl7	0	0	0	0	0	0	0	0	0	0	0	0
adamtsl7_1	2.27935986579538	31.7321037621781	20.8070263818581	0.673072049446812	4.16102274367363	0.446374727533464	26.0462742520087	12.7446726595955	9.60674836906158	0.455790809094602	0.619299902961083	0.630975784469909
adap2	0	0	0	0	0	0	0	0	0	0	0	0
adar	0	0	0	0	0	0	0	0	0	0	0	0
adarb1a	0	0	0	0	0	0	0	0	0	0	0	0
adarb1b	0	0	0	0	0	0	0	0	0	0	0	0
adarb2	0	0	0	0	0	0	0	0	0	0	0	0
adat1	0	0	0	0	0	0	0	0	0	0	0	0
adat2	0	0	0	0	0	0	0	0	0	0	0	0
adat3	0	0	0	0	0	0	0	0	0	0	0	0
adck1	0	0	0	0	0	0	0	0	0	0	0	0
adck2	0	0	0	0	0	0	0	0	0	0	0	0
adck2_1	61.843268447293	39.799120585803	64.229049562091	102.666007726317	140.314049859577	118.537973284479	44.346177777994	61.4366779901707	15.7488295683212	132.2343783832	127.464145439437	114.957137746491
adck3	0	0	0	0	0	0	0	0	0	0	0	0
adck4	0	0	0	0	0	0	0	0	0	0	0	0
adck4_1	23.8326502565599	78.3993448864537	62.4675758015836	57.658806781392	55.2457689176057	43.5660707333782	91.2783893381586	93.856684604497	30.3019069638948	65.7502486310935	63.7165464662376	47.014166559161
adck5	0	0	0	0	0	0	0	0	0	0	0	0
adcy1a	0	0	0	0	0	0	0	0	0	0	0	0
adcy1b	0	0	0	0	0	0	0	0	0	0	0	0
adcy2a	0	0	0	0	0	0	0	0	0	0	0	0
adcy2a_1	0.257027906231791	88.2363850768664	35.2831010524248	0.278291773097292	0	0	80.0788470674965	56.2077525760428	8.93712320832018	0.282680359098189	0.256058869500924	0.260886438511159
adcy2b	0	0	0	0	0	0	0	0	0	0	0	0
adcy3a	0	0	0	0	0	0	0	0	0	0	0	0
adcy3b	0	0	0	0	0	0	0	0	0	0	0	0
adcy5	0	0	0	0	0	0	0	0	0	0	0	0
adcy6a	0	0	0	0	0	0	0	0	0	0	0	0
adcy6a_1	9.1078925700331	151.285226830045	114.117443410564	6.63808553633681	9.79014210492003	7.92416283681763	160.422079188469	142.854560964379	68.4967568050238	8.23395506208035	6.22522175030871	5.77414857481716
adcy6a_2	7.36755367430288	123.982551577305	88.0201974869368	5.00949099803054	12.6097307372194	7.54005145426372	126.751534857311	106.952572756365	53.5281512835482	6.30530197890534	4.95998569188548	4.08363480212484
adcy6b	0	0	0	0	0	0	0	0	0	0	0	0
adcy6b_1	3.71434680484077	29.1693326591674	22.9131757249723	9.97365223863022	13.439074005211	6.87046989679891	29.2633076048553	30.4599833023329	16.4548753261669	5.99141260262892	16.084158083249	9.14879299450658
adcy7	0	0	0	0	0	0	0	0	0	0	0	0
adcy8	0	0	0	0	0	0	0	0	0	0	0	0
adcy8_1	116.707757437161	162.140704320468	178.431197764769	181.116927777185	233.862980481881	42.2254337063756	173.379100893558	152.336663409957	66.5487148526882	15.1960153700895	15.0496535558285	228.504909977214
adcy9	0	0	0	0	0	0	0	0	0	0	0	0
adcyap1a	0	0	0	0	0	0	0	0	0	0	0	0
adcyap1b	0	0	0	0	0	0	0	0	0	0	0	0
adcyap1r1a	0	0	0	0	0	0	0	0	0	0	0	0
adcyap1r1b	0	0	0	0	0	0	0	0	0	0	0	0
adcyap1r1b_1	1.14306477412809	155.957175551119	128.078083744794	0	0	0	230.114671160087	224.972426730104	40.9345003027059	0	0.0875965565585212	0
add1	0	0	0	0	0	0	0	0	0	0	0	0
add2	0	0	0	0	0	0	0	0	0	0	0	0
add3a	0	0	0	0	0	0	0	0	0	0	0	0
add3a_1	34.0290717932207	40.9033924308087	20.5965045871838	63.1616400726558	49.2489515046605	72.6061702141629	36.55860692634	28.7918864082212	1.56511327235288	85.5435760736719	70.2230374395664	69.9022192599017
add3b	0	0	0	0	0	0	0	0	0	0	0	0
add3b_1	7.60923133837754	278.467244600047	299.945600019652	7.09157497319251	0.627296834849572	11.7853210662311	520.293620651987	457.077004668868	58.237536518809	9.95765111929835	10.7470993718298	1.17318409946688
adgb	0	0	0	0	0	0	0	0	0	0	0	0
adgra1	0	0	0	0	0	0	0	0	0	0	0	0
adgra1a	0	0	0	0	0	0	0	0	0	0	0	0
adgra1a_1	8.55611775556012	70.0721778410696	56.5513284292688	14.4363433585674	8.66805541099079	13.8849181385501	72.4646466418695	72.6993108579365	17.0789888026912	14.0366636655854	15.2719154917169	16.862526826338
adgra2	0	0	0	0	0	0	0	0	0	0	0	0
adgra3	0	0	0	0	0	0	0	0	0	0	0	0
adgrb1a	0	0	0	0	0	0	0	0	0	0	0	0
adgrb1b	0	0	0	0	0	0	0	0	0	0	0	0
adgrb2	0	0	0	0	0	0	0	0	0	0	0	0
adgrb3	0	0	0	0	0	0	0	0	0	0	0	0
adgrb3_1	2.16432048598185	96.0619282510412	107.803247276472	1.46460892716137	0.146828288611526	3.61328866678157	115.824236048041	130.89733506108	16.8541270671831	2.30594339147659	5.25564157972173	0.343251798792123
adgrd1	0	0	0	0	0	0	0	0	0	0	0	0
adgrd2	0	0	0	0	0	0	0	0	0	0	0	0
adgre10	0	0	0	0	0	0	0	0	0	0	0	0
adgre13	0	0	0	0	0	0	0	0	0	0	0	0
adgre13_1	0.513492154774478	0	0	0.833959885827739	0.836051867061024	0.442459159748083	3.86163647723401	1.40365303170984	2.4798121475328	1.12948161025636	2.04622482557317	0.781801136459426
adgre14	0	0	0	0	0	0	0	0	0	0	0	0
adgre15	0	0	0	0	0	0	0	0	0	0	0	0
adgre5b.2	0	0	0	0	0	0	0	0	0	0	0	0
adgre5b.3	0	0	0	0	0	0	0	0	0	0	0	0
adgre9	0	0	0	0	0	0	0	0	0	0	0	0
adgrf11	0	0	0	0	0	0	0	0	0	0	0	0
adgrf3a	0	0	0	0	0	0	0	0	0	0	0	0
adgrf3a_1	0.0567504659663504	3.62902775630264	2.01971540377474	0	0.123199111772444	0.0977999887761152	0.487751882450996	0.155129855176851	15.5669215876921	0	0.169609522623855	0.115204820883987
adgrf3b	0	0	0	0	0	0	0	0	0	0	0	0
adgrf6	0	0	0	0	0	0	0	0	0	0	0	0
adgrf7	0	0	0	0	0	0	0	0	0	0	0	0
adgrf8	0	0	0	0	0	0	0	0	0	0	0	0
adgrg1	0	0	0	0	0	0	0	0	0	0	0	0
adgrg11	0	0	0	0	0	0	0	0	0	0	0	0
adgrg11_1	0.420921149984626	25.5000193798231	5.50297980803955	0.130212534818507	0.522156687388908	0.0518133992925336	27.1326076058352	12.6566680147396	56.4525987557914	0.198398926917142	0.11980977407054	0.610342951935454
adgrg2a	0	0	0	0	0	0	0	0	0	0	0	0
adgrg3	0	0	0	0	0	0	0	0	0	0	0	0
adgrg4a	0	0	0	0	0	0	0	0	0	0	0	0
adgrg4a_1	0	1.2724521434342	0	0	0.136792124642923	0	0.541567348491067	0.344491809719961	0.730330036130219	0	0.0627743891591338	0.0639578970623427
adgrg6	0	0	0	0	0	0	0	0	0	0	0	0
adgrg7.1	0	0	0	0	0	0	0	0	0	0	0	0
adgrl1.1	0	0	0	0	0	0	0	0	0	0	0	0
adgrl1a	0	0	0	0	0	0	0	0	0	0	0	0
adgrl1a_1	0.432642723515938	5.09641406196545	20.1110174921236	0.56881413355652	0.53669741076743	1.11838165863736	5.64403664690473	3.71689249415682	7.34262656623042	0.849682615607925	0.769663554557679	0.376403661845583
adgrl2a	0	0	0	0	0	0	0	0	0	0	0	0
adgrl3.1	0	0	0	0	0	0	0	0	0	0	0	0
adgrl4	0	0	0	0	0	0	0	0	0	0	0	0
adgrv1	0	0	0	0	0	0	0	0	0	0	0	0
adh5	0	0	0	0	0	0	0	0	0	0	0	0
adh5_1	538.496160055456	371.144688396709	343.034704129969	421.426867665254	479.182706665891	487.60301762726	309.040310558733	361.92720464413	680.753958547247	498.886165494395	438.713138590278	554.864432291068
adh8a	0	0	0	0	0	0	0	0	0	0	0	0
adh8a_1	12.9733098995455	148.029745706128	16.4897285711852	19.6994848706336	4.80842803542124	12.1329476616326	13.5977315337352	9.08201448084692	49.2048347630454	18.6181306512258	18.2832953333646	7.22637807213848
adh8b	0	0	0	0	0	0	0	0	0	0	0	0
adh8b_1	6.94252465862206	27.6143837129467	16.8463862991399	6.66268760537309	134.786884831951	69.7463519686991	13.9001069654153	23.7221145790316	74.6750978766482	134.313934450917	12.4179924387547	102.498132823144
adhfe1	0	0	0	0	0	0	0	0	0	0	0	0
adi1	0	0	0	0	0	0	0	0	0	0	0	0
adipoqa	0	0	0	0	0	0	0	0	0	0	0	0
adipoqb	0	0	0	0	0	0	0	0	0	0	0	0
adipor1a	0	0	0	0	0	0	0	0	0	0	0	0
adipor1a_1	186.178022936477	414.071743262842	410.673355870559	606.76360379119	600.93707759871	657.283448495961	357.648809163976	401.078109946076	200.679354327959	626.473788053657	672.016546578544	581.965594923113
adipor1a_2	180.749238480616	139.794453221292	60.3361151922413	89.9441180566804	94.6286853977218	84.5588616407447	93.1696419904079	124.769158374208	112.859006181048	114.454136505978	87.3055925577886	89.4148855328411
adipor1b	0	0	0	0	0	0	0	0	0	0	0	0
adipor2	0	0	0	0	0	0	0	0	0	0	0	0
adka	0	0	0	0	0	0	0	0	0	0	0	0
adkb	0	0	0	0	0	0	0	0	0	0	0	0
adm2a	0	0	0	0	0	0	0	0	0	0	0	0
adm2a_1	0	4.42985962619589	2.67673516613653	0.142509165425313	0.428599945339884	0.907302425385613	11.029525915222	5.03705506151525	1.77977748733552	1.44756496424086	0.786744115060173	0.400788440950532
adm2b	0	0	0	0	0	0	0	0	0	0	0	0
adma	0	0	0	0	0	0	0	0	0	0	0	0
admb	0	0	0	0	0	0	0	0	0	0	0	0
admb_1	0.920651727039954	7.23001860091971	1.95032432034604	1.16295323528272	1.49897634880666	4.36312282823667	1.97817588498638	2.09720112208285	8.89222285144133	5.90646346647821	1.07004417484102	4.51661783684555
admb_2	1.07409368154661	7.7464485009854	1.95032432034604	2.15977029409648	2.49829391467777	7.13965553711454	2.30787186581744	2.09720112208285	20.7485199866965	7.93153665498503	2.59867871032818	6.3855631486437
admp	0	0	0	0	0	0	0	0	0	0	0	0
adnp2a	0	0	0	0	0	0	0	0	0	0	0	0
adnp2b	0	0	0	0	0	0	0	0	0	0	0	0
adnpa	0	0	0	0	0	0	0	0	0	0	0	0
adnpa_1	247.786776324821	235.473681262376	236.273100790343	365.107546822395	323.779255591396	431.266321911437	225.425706232997	277.513485779405	159.881583453529	573.404898617462	291.555152784948	389.312174012609
adnpb	0	0	0	0	0	0	0	0	0	0	0	0
adnpb_1	50.5096471597424	157.791301578052	157.127058025109	102.832214626707	101.778007940383	103.530080239721	131.115096182865	154.736441685541	73.0003259204215	117.402197597798	106.764708373778	113.152158018149
adoa	0	0	0	0	0	0	0	0	0	0	0	0
adob	0	0	0	0	0	0	0	0	0	0	0	0
adora1b	0	0	0	0	0	0	0	0	0	0	0	0
adora2aa	0	0	0	0	0	0	0	0	0	0	0	0
adora2aa_1	0.341081460418299	6.31375987072304	5.63591170677709	0	0	0.293898582440096	10.6266321454464	8.39124842263247	6.91818823737046	0.187561403596832	0	0.346201814251516
adora2ab	0	0	0	0	0	0	0	0	0	0	0	0
adora2b	0	0	0	0	0	0	0	0	0	0	0	0
adpgk	0	0	0	0	0	0	0	0	0	0	0	0
adpgk_1	8.32205702212854	49.9706414852742	60.5816735087003	33.8919141969024	30.2815555080907	25.912810111773	72.3381743789822	71.0896971633337	35.0747194088516	38.3786538102133	35.4238210514412	37.7234835925204
adpgk2	0	0	0	0	0	0	0	0	0	0	0	0
adprh	0	0	0	0	0	0	0	0	0	0	0	0
adprhl1	0	0	0	0	0	0	0	0	0	0	0	0
adprhl2	0	0	0	0	0	0	0	0	0	0	0	0
adprhl2_1	70.6519391543233	185.543600031037	147.518954788007	55.4485150359023	64.720981708843	58.7533129598569	170.19911551705	119.764477263213	95.8442785705168	45.7922916039252	42.2024361794794	40.3475263088751
adprm	0	0	0	0	0	0	0	0	0	0	0	0
adra1aa	0	0	0	0	0	0	0	0	0	0	0	0
adra1ab	0	0	0	0	0	0	0	0	0	0	0	0
adra1ab_1	1.51895284106941	22.0219728243583	20.1977299474718	0.126508884876064	0	0.100679329763037	32.386213877504	29.3842574781892	10.1568353827092	0	0.1164020110356	0.118596579582667
adra1ba	0	0	0	0	0	0	0	0	0	0	0	0
adra1bb	0	0	0	0	0	0	0	0	0	0	0	0
adra1bb_1	3.20756743256386	12.0909680931545	8.48011701195062	1.80592299659793	0.278531252149645	1.1055417909322	6.06496080463586	6.66369855711455	6.69182403516139	2.53994111150252	2.17292258189633	0.65114396022922
adra1d	0	0	0	0	0	0	0	0	0	0	0	0
adra2a	0	0	0	0	0	0	0	0	0	0	0	0
adra2a_1	2.83284594422275	50.0552365293163	45.4587049070175	0.67095146958088	1.63354103930865	1.22048469925218	49.8360716400866	43.558351925423	54.0387162511738	0.486808709146408	0.705541414337517	0.718843237757778
adra2a_2	2.65579307270883	42.3085927807316	45.0086187198193	0.67095146958088	1.63354103930865	1.22048469925218	49.4556436122996	42.3483977052723	53.1836732725159	0.486808709146408	0.705541414337517	0.718843237757778
adra2b	0	0	0	0	0	0	0	0	0	0	0	0
adra2c	0	0	0	0	0	0	0	0	0	0	0	0
adra2c_1	2.70383859788871	64.3076481255015	73.316579839213	0	0	0.155320536447364	133.234739770117	79.8234463113698	29.9455929723314	0	0	0
adra2c_2	1.2617913456814	33.9738518398876	63.2355501113213	0	0	0.155320536447364	179.711974573646	88.1999808008346	37.9542980695829	0	0	0
adra2da	0	0	0	0	0	0	0	0	0	0	0	0
adra2db	0	0	0	0	0	0	0	0	0	0	0	0
adra2db_1	0.37524426695058	27.7845907131498	31.0020303421672	0	0	0	50.7953721236165	33.8496327262335	11.9603247423313	0	0	0
adrb1	0	0	0	0	0	0	0	0	0	0	0	0
adrb1_1	0	89.0695657616988	31.6875789246722	0	0	0	51.0945063691868	18.347504001711	12.2248036678374	0	0.191048018112482	0
adrb2a	0	0	0	0	0	0	0	0	0	0	0	0
adrb2b	0	0	0	0	0	0	0	0	0	0	0	0
adrb2b_1	0.634387490049205	3.84321227174329	5.64436856947613	0.068687023920789	0.206577974196601	0.382641462453503	4.36188407909577	6.24285238920312	3.67638365518815	0.348850998561975	0.442397022705876	0.193173296247899
adrb3a	0	0	0	0	0	0	0	0	0	0	0	0
adrb3b	0	0	0	0	0	0	0	0	0	0	0	0
adrbk2	0	0	0	0	0	0	0	0	0	0	0	0
adrm1	0	0	0	0	0	0	0	0	0	0	0	0
adrm1_1	192.576843914946	154.493328163415	199.591685244463	326.652454078724	490.201215107526	438.015292702058	122.873230822993	187.161149590523	122.707979786669	344.382297863036	436.822403060874	346.539675229978
adsl	0	0	0	0	0	0	0	0	0	0	0	0
adsl_1	235.673790945945	105.200400599561	127.978139193939	302.641234786999	277.278848631045	334.282730094848	69.2416087137218	94.5165065652226	89.5017374263698	302.698402956595	329.856759891392	313.614469350566
adsl_2	150.051522870453	30.7767774053352	58.4672610097961	194.718283590851	94.595558468604	210.357127811309	30.6632869083224	56.0530981088957	35.3289592388862	195.046102448057	213.807489377908	191.680984907832
adss	0	0	0	0	0	0	0	0	0	0	0	0
adssl	0	0	0	0	0	0	0	0	0	0	0	0
adssl1	0	0	0	0	0	0	0	0	0	0	0	0
aebp1	0	0	0	0	0	0	0	0	0	0	0	0
aebp2	0	0	0	0	0	0	0	0	0	0	0	0
aep1	0	0	0	0	0	0	0	0	0	0	0	0
aes	0	0	0	0	0	0	0	0	0	0	0	0
aes_1	1.27690482659666	181.036314429164	91.7000750243572	6.91271452737921	6.9300550125849	5.36379938443075	174.564470330494	159.252904292969	42.2409882701211	6.84618301186063	4.45231741188109	7.12840627217539
afap1	0	0	0	0	0	0	0	0	0	0	0	0
afap1_1	2.7372527689381	59.2238497620427	46.9193052392879	0.592741027735948	1.82512859155339	1.31407710370072	58.2263584262699	54.3008379241017	65.188745143239	0.989145217799657	0.818079865133963	1.38917236004147
afap1l1a	0	0	0	0	0	0	0	0	0	0	0	0
afap1l1a_1	20.9524145791181	8.6601321703324	23.3610275733756	56.7145090330576	83.7889343691926	59.7840814435125	6.71347969758198	19.5938504834598	30.3557036131895	75.1947505930168	75.7119246881425	74.3410650512094
afap1l1a_2	33.5422426376233	16.0831026020459	15.6518884741617	69.2514005035229	84.0881805633685	66.2771869777748	7.10839026802798	7.53609633979224	33.0184846318904	79.6417519721736	65.0005641216218	69.1176025131068
afap1l1b	0	0	0	0	0	0	0	0	0	0	0	0
afap1l2	0	0	0	0	0	0	0	0	0	0	0	0
afap1l2_1	1.20039691164197	26.2606507081146	28.0359277275657	1.38093710027483	2.44306088676595	1.03434220747261	9.67220890896897	31.9930349451173	23.4782035197107	1.07266372726685	2.541226345377	4.26446092505135
aff1	0	0	0	0	0	0	0	0	0	0	0	0
aff2	0	0	0	0	0	0	0	0	0	0	0	0
aff3	0	0	0	0	0	0	0	0	0	0	0	0
aff3_1	1.76395496990974	24.0865750979413	19.602144712258	0.927659210064088	2.46172826977934	0.477695898686264	26.2062178547277	21.6294291532869	13.8246057836456	1.71829014664054	1.20500885122002	0.665018960673193
aff4	0	0	0	0	0	0	0	0	0	0	0	0
afg1la	0	0	0	0	0	0	0	0	0	0	0	0
afg1lb	0	0	0	0	0	0	0	0	0	0	0	0
afg3l2	0	0	0	0	0	0	0	0	0	0	0	0
afmid	0	0	0	0	0	0	0	0	0	0	0	0
afp4	0	0	0	0	0	0	0	0	0	0	0	0
aftpha	0	0	0	0	0	0	0	0	0	0	0	0
aftphb	0	0	0	0	0	0	0	0	0	0	0	0
aftphb_1	21.3657161526981	35.954621058646	50.8940394018626	62.6312611247663	41.9161766077178	53.6621167884805	58.6600348185637	55.8083717048325	47.8457084411033	91.1204231409115	69.6103695139731	50.7623821377752
aga	0	0	0	0	0	0	0	0	0	0	0	0
aga_1	45.6927533085528	81.5246925000257	42.4504290077073	62.7848922195579	138.831785272591	68.4660471582598	44.1606578963939	69.2234153443863	60.2617672967845	79.7187412379997	101.278507119043	100.766569049109
agap1	0	0	0	0	0	0	0	0	0	0	0	0
agap1_1	25.3626254534525	199.176570695407	182.454976977886	22.4737237758519	13.4168004801665	20.64838791916	231.012456943148	182.32949580027	91.5673105408904	31.6131102886593	21.084879415306	18.316261286652
agap2	0	0	0	0	0	0	0	0	0	0	0	0
agap3	0	0	0	0	0	0	0	0	0	0	0	0
agbl1	0	0	0	0	0	0	0	0	0	0	0	0
agbl2	0	0	0	0	0	0	0	0	0	0	0	0
agbl4	0	0	0	0	0	0	0	0	0	0	0	0
agbl5	0	0	0	0	0	0	0	0	0	0	0	0
agfg1a	0	0	0	0	0	0	0	0	0	0	0	0
agfg1b	0	0	0	0	0	0	0	0	0	0	0	0
aggf1	0	0	0	0	0	0	0	0	0	0	0	0
agk	0	0	0	0	0	0	0	0	0	0	0	0
agk_1	73.6500370651483	79.9815348087244	111.951914965771	103.941697054725	78.5100852754268	113.434910219813	98.2727717973735	92.8005161842479	60.2968870398729	109.314532712012	107.850799586151	57.8136115473757
agla	0	0	0	0	0	0	0	0	0	0	0	0
aglb	0	0	0	0	0	0	0	0	0	0	0	0
agmat	0	0	0	0	0	0	0	0	0	0	0	0
agmo	0	0	0	0	0	0	0	0	0	0	0	0
ago1	0	0	0	0	0	0	0	0	0	0	0	0
ago2	0	0	0	0	0	0	0	0	0	0	0	0
ago3b	0	0	0	0	0	0	0	0	0	0	0	0
ago4	0	0	0	0	0	0	0	0	0	0	0	0
agpat2	0	0	0	0	0	0	0	0	0	0	0	0
agpat3	0	0	0	0	0	0	0	0	0	0	0	0
agpat4	0	0	0	0	0	0	0	0	0	0	0	0
agpat5	0	0	0	0	0	0	0	0	0	0	0	0
agpat9l	0	0	0	0	0	0	0	0	0	0	0	0
agpat9l_1	1.13482595756298	11.8826153850334	12.8215182028995	0.546093280111217	1.50552366367909	1.52108738601603	6.77323730140283	7.23822371117579	24.1138695935855	2.2188200938154	2.38671134743753	3.07163225180828
agpat9l_2	1.00927768352225	19.1073498046935	10.5834517374985	0.409790633553286	1.64327435939581	1.19578402225021	5.15043387296112	5.86267149882257	21.2023938614054	3.33002336816961	2.13662915515129	2.56107268840157
agps	0	0	0	0	0	0	0	0	0	0	0	0
agr1	0	0	0	0	0	0	0	0	0	0	0	0
agr2	0	0	0	0	0	0	0	0	0	0	0	0
agrn	0	0	0	0	0	0	0	0	0	0	0	0
agrn_1	0.374045403477895	17.6246140335519	24.7223858575238	2.42994062579839	0	2.57842015137541	16.8776955298918	26.5842018273992	4.33531376079855	0.822753377439137	4.84425749440805	7.59321231577207
agrn_2	1.2902106469769	216.418642461408	186.951169960985	3.51490522800344	1.58115745921246	4.9131369761433	230.363844284282	211.497029788937	44.7011484277907	5.35550149932432	6.21941779546769	7.13932015405963
agrp	0	0	0	0	0	0	0	0	0	0	0	0
agrp_1	1.03913797001699	308.933561076281	108.305317834411	0	0	0.298463575214683	33.4914541474395	27.4584433303712	12.043963376893	0	0	0
agt	0	0	0	0	0	0	0	0	0	0	0	0
agtpbp1	0	0	0	0	0	0	0	0	0	0	0	0
agtr1a	0	0	0	0	0	0	0	0	0	0	0	0
agtr1b	0	0	0	0	0	0	0	0	0	0	0	0
agtr2	0	0	0	0	0	0	0	0	0	0	0	0
agtrap	0	0	0	0	0	0	0	0	0	0	0	0
agtrap_1	18.5225050695367	39.9917148283708	15.9914950541089	22.3252306152333	75.8685873392689	38.2443206855686	30.0367801043703	13.3745088872174	11.4767186672682	104.546166480087	10.0967451840969	12.0607411140965
agxt2	0	0	0	0	0	0	0	0	0	0	0	0
agxta	0	0	0	0	0	0	0	0	0	0	0	0
agxtb	0	0	0	0	0	0	0	0	0	0	0	0
ahctf1	0	0	0	0	0	0	0	0	0	0	0	0
ahcy	0	0	0	0	0	0	0	0	0	0	0	0
ahcyl1	0	0	0	0	0	0	0	0	0	0	0	0
ahcyl2	0	0	0	0	0	0	0	0	0	0	0	0
ahdc1	0	0	0	0	0	0	0	0	0	0	0	0
ahi1	0	0	0	0	0	0	0	0	0	0	0	0
ahnak	0	0	0	0	0	0	0	0	0	0	0	0
ahr1a	0	0	0	0	0	0	0	0	0	0	0	0
ahr1b	0	0	0	0	0	0	0	0	0	0	0	0
ahr2	0	0	0	0	0	0	0	0	0	0	0	0
ahrra	0	0	0	0	0	0	0	0	0	0	0	0
ahrrb	0	0	0	0	0	0	0	0	0	0	0	0
